galaxy,variant,n_points,r_max_kpc,distance_mpc,rmse_DeltaX_absolute,rmse_DeltaX_shape,rmse_DeltaX_shape_inner,rmse_DeltaX_shape_outer,rmse_V_absolute,rmse_V_scaled,V_scale_alpha,median_DeltaX_obs,median_DeltaX_pred
DDO064,drop_D,14,2.98,6.8,1.1885064532916698,0.8642008808986268,1.1704777732944445,0.13451707266144536,17.87809088311051,5.332338774918875,1.9456198676712226,1.6870529229427915,0.8058330666567957
DDO064,drop_I,14,2.98,6.8,1.166643612362929,0.9280766755033161,1.243574373242845,0.15399135554344898,15.92517907550543,6.116868434664681,1.7250888981701473,1.6870529229427915,0.866526674327956
DDO064,only_M,14,2.98,6.8,1.1339882470039393,0.8314103850016616,1.1247994241131318,0.10796354667283846,16.389308250486682,4.550553558724023,1.8084673161732514,1.6870529229427915,0.8671824139598014
DDO064,only_D,14,2.98,6.8,1.018594971802061,0.5414496013980291,0.7242208056361741,0.08362947624335958,16.730115438298487,2.746572137342074,1.8730350341960165,1.6870529229427915,0.8701363393063755
DDO064,only_I,14,2.98,6.8,1.0175707491021386,0.38178417976614304,0.5321441777280417,0.08377073754363898,18.880752781922368,3.410247354590443,2.106798615489671,1.6870529229427915,0.7989424602041588
DDO064,MD_only,14,2.98,6.8,1.166643612362929,0.9280766755033161,1.243574373242845,0.15399135554344898,15.92517907550543,6.116868434664681,1.7250888981701473,1.6870529229427915,0.866526674327956
DDO064,MI_only,14,2.98,6.8,1.1885064532916698,0.8642008808986268,1.1704777732944445,0.13451707266144536,17.87809088311051,5.332338774918875,1.9456198676712226,1.6870529229427915,0.8058330666567957
DDO064,DI_only,14,2.98,6.8,1.0959686264664532,0.6149617405259772,0.8323116047416195,0.12003095823196533,18.263664237813504,3.8311428024865535,2.023454450429888,1.6870529229427915,0.8058700147845037
DDO154,full,12,5.92,4.04,1.8820563471341518,1.3813406282442262,0.4472158798704018,1.8953065728196827,33.85076555735561,24.227999771889166,4.027911980764975,2.2726451529894875,0.4770408220361335
DDO154,drop_M,12,5.92,4.04,1.8539323612767618,1.4745002047464153,0.6428461858544371,1.9004055642681166,33.50176459500641,25.746605312389647,3.440851489881437,2.2726451529894875,0.5126990675381833
DDO154,drop_D,12,5.92,4.04,1.862552524439953,1.4470069454190115,0.589085289291292,1.901933393386788,33.61911501696633,25.33531754485804,3.610907347069962,2.2726451529894875,0.4933896401793468
DDO154,drop_I,12,5.92,4.04,1.389008740237598,0.13519152188078007,0.16873792039814453,0.08370068220829593,25.002621574783365,1.9350816467455814,2.693011169727798,2.2726451529894875,0.8687700639908176
DDO154,only_M,12,5.92,4.04,1.378999310112027,0.21333117034479412,0.1589843229736445,0.13536459711939783,24.952968271409656,3.573979164245873,2.66393334262992,2.2726451529894875,0.8693996627360419
DDO154,only_D,12,5.92,4.04,1.3625669236900342,0.2701449952820781,0.23379280181686066,0.10487475540850864,24.715164165138855,4.3143831204913825,2.6086689073218663,2.2726451529894875,0.8700419594643442
DDO154,only_I,12,5.92,4.04,1.8414194100343033,1.5638170062803773,0.7736384650495062,1.908619621381955,33.35646150247464,27.252695137696925,2.9967636684203187,2.2726451529894875,0.5319116582596688
DDO154,MD_only,12,5.92,4.04,1.389008740237598,0.13519152188078007,0.16873792039814453,0.08370068220829593,25.002621574783365,1.9350816467455814,2.693011169727798,2.2726451529894875,0.8687700639908176
DDO154,MI_only,12,5.92,4.04,1.862552524439953,1.4470069454190115,0.589085289291292,1.901933393386788,33.61911501696633,25.33531754485804,3.610907347069962,2.2726451529894875,0.4933896401793468
DDO154,DI_only,12,5.92,4.04,1.8539323612767618,1.4745002047464153,0.6428461858544371,1.9004055642681166,33.50176459500641,25.746605312389647,3.440851489881437,2.2726451529894875,0.5126990675381833
DDO161,full,31,13.37,7.5,1.4261304175150098,0.8383964479952403,0.5320728637729236,1.0434525304865885,48.36859541016624,26.058859883092197,9.986064092195948,1.5403201734207241,0.13669194545383614
DDO161,drop_M,31,13.37,7.5,1.4042158735623522,1.1521489124530686,0.7426294791414475,1.0434926383119276,48.26418753668847,35.57029307111585,6.778252107304403,1.5403201734207241,0.14976075549838921
DDO161,drop_D,31,13.37,7.5,1.4162197362447873,1.044987532737103,0.6644744077166377,1.0514046775853714,48.37676820951879,32.054955423983934,8.211342242711465,1.5403201734207241,0.14571105682662203
DDO161,drop_I,31,13.37,7.5,0.7710885145533538,0.3171049535897843,0.42764789742882126,0.10995667508796078,24.56653810847189,6.504984381891045,1.8415562564915606,1.5403201734207241,0.870461358948068
DDO161,only_M,31,13.37,7.5,0.7517767530527879,0.24595051011898836,0.26310726063884216,0.1479793697522495,24.7850205957565,7.043804235711302,1.848498733734941,1.5403201734207241,0.870461358948068
DDO161,only_D,31,13.37,7.5,0.7205691210498069,0.19861746752033263,0.11989152902560457,0.12368081201597035,24.411373409975564,6.576671526335356,1.8300634645574336,1.5403201734207241,0.870461358948068
DDO161,only_I,31,13.37,7.5,1.3859971083674905,1.2778360975978296,0.7880102725503834,1.0604789637266903,48.13181882520435,41.69083217077706,4.234913007923771,1.5403201734207241,0.13340075104190433
DDO161,MD_only,31,13.37,7.5,0.7710885145533538,0.3171049535897843,0.42764789742882126,0.10995667508796078,24.56653810847189,6.504984381891045,1.8415562564915606,1.5403201734207241,0.870461358948068
DDO161,MI_only,31,13.37,7.5,1.4162197362447873,1.044987532737103,0.6644744077166377,1.0514046775853714,48.37676820951879,32.054955423983934,8.211342242711465,1.5403201734207241,0.14571105682662203
DDO161,DI_only,31,13.37,7.5,1.4042158735623522,1.1521489124530686,0.7426294791414475,1.0434926383119276,48.26418753668847,35.57029307111585,6.778252107304403,1.5403201734207241,0.14976075549838921
DDO168,full,10,4.12,4.25,1.0353743625045622,0.3822221978191098,0.40737769543915964,0.3058939365388077,28.000398956790153,9.348795106980344,2.6174895567889434,1.7129784349800468,0.6180913500641283
DDO168,drop_M,10,4.12,4.25,1.018158877338662,0.5096163262569284,0.36371754383254973,0.2615415412278391,28.33671513291624,13.014358496469596,2.519158918515624,1.7129784349800468,0.6716564811522056
DDO168,drop_D,10,4.12,4.25,1.0354809396623657,0.4516478530149459,0.37250418267410845,0.2586286552247312,28.48334476575722,11.748669779744928,2.6049719378057468,1.7129784349800468,0.6660802800475396
DDO168,drop_I,10,4.12,4.25,0.8150483270825598,0.24139880039733919,0.3337512889583449,0.06951011445951288,21.46274552880657,3.712031351095567,1.9426563102967542,1.7129784349800468,0.868815492823038
DDO168,only_M,10,4.12,4.25,0.800384515505267,0.19421066912154944,0.21502790093652768,0.038811486754318725,21.640240228850434,4.332886486121456,1.9505435119043932,1.7129784349800468,0.869602541883535
DDO168,only_D,10,4.12,4.25,0.777498223031007,0.19851205103874262,0.12999320859294933,0.041499854576360296,21.4321584848558,5.00428784677764,1.9223016313733847,1.7129784349800468,0.8698941425078264
DDO168,only_I,10,4.12,4.25,1.0344185351468418,0.6773435282332976,0.41827022679762116,0.2017109901871011,29.071848077170728,16.823838299215524,2.424262156471443,1.7129784349800468,0.6024888405913531
DDO168,MD_only,10,4.12,4.25,0.8150483270825598,0.24139880039733919,0.3337512889583449,0.06951011445951288,21.46274552880657,3.712031351095567,1.9426563102967542,1.7129784349800468,0.868815492823038
DDO168,MI_only,10,4.12,4.25,1.0354809396623657,0.4516478530149459,0.37250418267410845,0.2586286552247312,28.48334476575722,11.748669779744928,2.6049719378057468,1.7129784349800468,0.6660802800475396
DDO168,DI_only,10,4.12,4.25,1.018158877338662,0.5096163262569284,0.36371754383254973,0.2615415412278391,28.33671513291624,13.014358496469596,2.519158918515624,1.7129784349800468,0.6716564811522056
DDO170,full,8,12.33,15.4,1.1134328414400867,0.2462189146111792,0.2655835562916408,0.15336758135504538,32.31978520353857,6.0173092214096044,2.4917884391117657,1.7973096062325626,0.7582339518600831
DDO170,drop_M,8,12.33,15.4,1.0654343420107115,0.18758168138375392,0.11912817898466734,0.18074059914221982,31.705604310950395,5.165783162669184,2.4317488915145793,1.7973096062325626,0.7451736194263701
DDO170,drop_D,8,12.33,15.4,1.0967478201033276,0.16827556770997124,0.08413111696560363,0.21656756729519072,32.33204810334846,5.038096355098979,2.5060511350497205,1.7973096062325626,0.7109091545292948
DDO170,drop_I,8,12.33,15.4,1.0148291583055735,0.3018225002468456,0.32114225000459434,0.09716306263055391,29.086493292745793,7.2506442238897275,2.139574326036308,1.7973096062325626,0.8676442279216146
DDO170,only_M,8,12.33,15.4,0.9876516911094869,0.14222951964191274,0.11855146697321853,0.12742793218045873,28.816402090668447,3.9119830333928665,2.156413555412578,1.7973096062325626,0.8687814463421684
DDO170,only_D,8,12.33,15.4,0.9559382131873698,0.08963472243240536,0.06958430864982079,0.10511061861634688,28.195728721079334,2.5949690808071537,2.112272381498338,1.7973096062325626,0.8696871654150589
DDO170,only_I,8,12.33,15.4,1.0650927353130921,0.3669527869924021,0.2432763939698895,0.2560436961350297,32.054883819180844,9.567832576840235,2.3954966101664077,1.7973096062325626,0.7478594869683788
DDO170,MD_only,8,12.33,15.4,1.0148291583055735,0.3018225002468456,0.32114225000459434,0.09716306263055391,29.086493292745793,7.2506442238897275,2.139574326036308,1.7973096062325626,0.8676442279216146
DDO170,MI_only,8,12.33,15.4,1.0967478201033276,0.16827556770997124,0.08413111696560363,0.21656756729519072,32.33204810334846,5.038096355098979,2.5060511350497205,1.7973096062325626,0.7109091545292948
DDO170,DI_only,8,12.33,15.4,1.0654343420107115,0.18758168138375392,0.11912817898466734,0.18074059914221982,31.705604310950395,5.165783162669184,2.4317488915145793,1.7973096062325626,0.7451736194263701
ESO079-G014,full,15,16.67,28.7,0.796701312370403,0.450351462516594,0.42755692776048243,0.28422216950387297,76.67767809924939,34.67604499589327,2.2180669730978866,1.2444586053601563,0.3586528650991743
ESO079-G014,drop_M,15,16.67,28.7,0.7891587670560447,0.3286517425204186,0.34038369817255104,0.17401831666260262,87.07826550212441,25.461038308537017,2.915775019268852,1.2444586053601563,0.4373753504224022
ESO079-G014,drop_D,15,16.67,28.7,0.7912772945657123,0.29690664106913106,0.33047685175669755,0.23320797154121042,81.8361257094512,24.90085247680807,2.594343461402134,1.2444586053601563,0.400848950156798
ESO079-G014,drop_I,15,16.67,28.7,0.47947721795681897,0.3942079457219293,0.4667355034828346,0.1407834971468426,32.85735769480958,22.307998895684722,1.2337383533593025,1.2444586053601563,0.870461358948068
ESO079-G014,only_M,15,16.67,28.7,0.43122025493438,0.28303040178111655,0.35167953074754554,0.09922022946827284,34.41598000259302,14.3330267898604,1.3219551211945624,1.2444586053601563,0.870461358948068
ESO079-G014,only_D,15,16.67,28.7,0.38607138649940903,0.1622842647552676,0.210045324486137,0.06907821170047156,37.18743951265932,9.313687244617482,1.3873970200141799,1.2444586053601563,0.870461358948068
ESO079-G014,only_I,15,16.67,28.7,0.7909404775965448,0.5711225089624635,0.44722896428454156,0.15691486489003173,92.26585491742402,46.40586790646536,2.9493610849405587,1.2444586053601563,0.35429320164627615
ESO079-G014,MD_only,15,16.67,28.7,0.47947721795681897,0.3942079457219293,0.4667355034828346,0.1407834971468426,32.85735769480958,22.307998895684722,1.2337383533593025,1.2444586053601563,0.870461358948068
ESO079-G014,MI_only,15,16.67,28.7,0.7912772945657123,0.29690664106913106,0.33047685175669755,0.23320797154121042,81.8361257094512,24.90085247680807,2.594343461402134,1.2444586053601563,0.400848950156798
ESO079-G014,DI_only,15,16.67,28.7,0.7891587670560447,0.3286517425204186,0.34038369817255104,0.17401831666260262,87.07826550212441,25.461038308537017,2.915775019268852,1.2444586053601563,0.4373753504224022
ESO116-G012,full,15,9.86,13.0,1.033798855605228,0.4764948489629319,0.5025916038870424,0.2835708068050799,60.593559930728176,22.700013437811297,2.7458237508861663,1.4577262875333339,0.497225327495258
ESO116-G012,drop_M,15,9.86,13.0,1.0036427521670466,0.5227457034272924,0.26810442148681796,0.3428563307274561,60.80153897182016,30.81731619885558,2.566687085817182,1.4577262875333339,0.5264699797153343
ESO116-G012,drop_D,15,9.86,13.0,1.0539309056686699,0.5788367325014717,0.4122319416783439,0.40093442972953747,62.65819630944001,32.22930326325959,2.6996894834020875,1.4577262875333339,0.5152767371306357
ESO116-G012,drop_I,15,9.86,13.0,0.734148298306553,0.35622162624185494,0.4832191956169208,0.07108059501655742,40.35834472061656,9.839341987134032,1.7591626857235445,1.4577262875333339,0.870461358948068
ESO116-G012,only_M,15,9.86,13.0,0.7267471480540778,0.29613068413280297,0.3708741445281217,0.11044845794479895,41.310585013018155,10.667097345048347,1.7872517940539616,1.4577262875333339,0.870461358948068
ESO116-G012,only_D,15,9.86,13.0,0.6672236266848066,0.18646201020815784,0.18977894139463905,0.08732286749898015,39.59736242502204,9.426426374098163,1.7355931964080502,1.4577262875333339,0.870461358948068
ESO116-G012,only_I,15,9.86,13.0,1.0171465803754784,0.7270894100187464,0.25328561430112123,0.4678965903676527,62.973728419770026,42.01329925826989,2.3768699127837323,1.4577262875333339,0.5888448894877389
ESO116-G012,MD_only,15,9.86,13.0,0.734148298306553,0.35622162624185494,0.4832191956169208,0.07108059501655742,40.35834472061656,9.839341987134032,1.7591626857235445,1.4577262875333339,0.870461358948068
ESO116-G012,MI_only,15,9.86,13.0,1.0539309056686699,0.5788367325014717,0.4122319416783439,0.40093442972953747,62.65819630944001,32.22930326325959,2.6996894834020875,1.4577262875333339,0.5152767371306357
ESO116-G012,DI_only,15,9.86,13.0,1.0036427521670466,0.5227457034272924,0.26810442148681796,0.3428563307274561,60.80153897182016,30.81731619885558,2.566687085817182,1.4577262875333339,0.5264699797153343
ESO444-G084,full,7,4.44,4.83,2.025878779124124,0.8909058102526738,0.7357846466884218,0.694289845999673,38.32064467929767,14.77382436208534,3.709693511232739,2.253990068299717,0.6099543071299167
ESO444-G084,drop_M,7,4.44,4.83,1.9760044160956571,0.9206028421187671,0.2153090237943407,0.7082789232883965,38.07907892362909,17.15899774217971,3.495892092296209,2.253990068299717,0.6439008113058916
ESO444-G084,drop_D,7,4.44,4.83,2.0431429142485813,1.0484599937747863,0.49589850303095545,0.9603240239523818,38.88316226074197,19.01676332524535,3.611446416797335,2.253990068299717,0.6455384950353786
ESO444-G084,drop_I,7,4.44,4.83,1.827439640409481,0.6517819182795924,0.765961192718729,0.4271072753396015,34.272588995425565,8.60402885015959,2.986571443731148,2.253990068299717,0.870461358948068
ESO444-G084,only_M,7,4.44,4.83,1.823189571686888,0.576005803847083,0.5133163976931883,0.5244377843456784,34.47058472661807,9.33625857826069,3.003679508194486,2.253990068299717,0.870461358948068
ESO444-G084,only_D,7,4.44,4.83,1.7620270268947524,0.4213670140766246,0.19212190480712515,0.4215524934465683,33.79714240927701,7.80019235475842,2.920616810382455,2.253990068299717,0.870461358948068
ESO444-G084,only_I,7,4.44,4.83,1.9954704836856716,1.2415399888601706,0.27600158541945463,0.98543368501022,38.71537489060382,22.24443619193003,3.300507529799761,2.253990068299717,0.7390051955650168
ESO444-G084,MD_only,7,4.44,4.83,1.827439640409481,0.6517819182795924,0.765961192718729,0.4271072753396015,34.272588995425565,8.60402885015959,2.986571443731148,2.253990068299717,0.870461358948068
ESO444-G084,MI_only,7,4.44,4.83,2.0431429142485813,1.0484599937747863,0.49589850303095545,0.9603240239523818,38.88316226074197,19.01676332524535,3.611446416797335,2.253990068299717,0.6455384950353786
ESO444-G084,DI_only,7,4.44,4.83,1.9760044160956571,0.9206028421187671,0.2153090237943407,0.7082789232883965,38.07907892362909,17.15899774217971,3.495892092296209,2.253990068299717,0.6439008113058916
ESO563-G021,full,30,42.41,60.8,0.9719367985644802,0.4505608504985996,0.39481309435585993,0.494758217279149,223.8877789093722,98.819675625478,4.436081501289801,1.1560441979659863,0.1936200461089438
ESO563-G021,drop_M,30,42.41,60.8,0.9414165708862182,0.6101184966225132,0.4651119189166948,0.4891097069446307,219.556818159415,111.85924079139275,3.9025112686165926,1.1560441979659863,0.2774066053001155
ESO563-G021,drop_D,30,42.41,60.8,0.9721161592718931,0.5430482216288447,0.3509397270601621,0.5717047345183357,225.06936372280592,113.34125421708217,4.300779442429766,1.1560441979659863,0.23120168526318513
ESO563-G021,drop_I,30,42.41,60.8,0.45475885125968896,0.2565640587336174,0.31137835454632795,0.12341353010787251,96.0876070646502,49.007649462093966,1.4337623587373074,1.1560441979659863,0.870220905704169
ESO563-G021,only_M,30,42.41,60.8,0.4228074927556526,0.15677876594114018,0.15299753464910443,0.15990672516179888,92.4975528140885,34.22123361998171,1.4534741812619807,1.1560441979659863,0.8704133581842417
ESO563-G021,only_D,30,42.41,60.8,0.36648674826507693,0.1257749270476013,0.1228573003532034,0.12228836692024601,82.8038181826698,24.820570254698804,1.4000908856932903,1.1560441979659863,0.8702965350632288
ESO563-G021,only_I,30,42.41,60.8,0.9475163852977618,0.8457779893349096,0.6023425479384914,0.5684902344394064,220.0495118452414,155.7502753136489,3.0924752408361336,1.1560441979659863,0.30373498814297284
ESO563-G021,MD_only,30,42.41,60.8,0.45475885125968896,0.2565640587336174,0.31137835454632795,0.12341353010787251,96.0876070646502,49.007649462093966,1.4337623587373074,1.1560441979659863,0.870220905704169
ESO563-G021,MI_only,30,42.41,60.8,0.9721161592718931,0.5430482216288447,0.3509397270601621,0.5717047345183357,225.06936372280592,113.34125421708217,4.300779442429766,1.1560441979659863,0.23120168526318513
ESO563-G021,DI_only,30,42.41,60.8,0.9414165708862182,0.6101184966225132,0.4651119189166948,0.4891097069446307,219.556818159415,111.85924079139275,3.9025112686165926,1.1560441979659863,0.2774066053001155
F561-1,full,6,9.66,66.4,0.2899659283835891,0.24125264337531732,0.1763933363357437,0.16407274097802294,11.050535325064855,9.995845776478532,1.122593900317927,0.9626497613401533,0.7711955272549336
F561-1,drop_M,6,9.66,66.4,0.19804207633503768,0.11168678849243058,0.0442098313731768,0.14048745459676557,8.731476475099006,5.645058908004937,1.1787634865368657,0.9626497613401533,0.8125429415788035
F561-1,drop_D,6,9.66,66.4,0.2280127118640547,0.15390083448803576,0.052140456300301986,0.15225466998986245,9.339938275163556,7.268789281990259,1.1550803148804378,0.9626497613401533,0.7867137602824955
F561-1,drop_I,6,9.66,66.4,0.27079278263651513,0.25451802658507283,0.16516402916137285,0.10687613064717331,10.230810524071575,10.162429054897038,1.02816851118402,0.9626497613401533,0.8623406285847919
F561-1,only_M,6,9.66,66.4,0.19533630318515618,0.1653025484050778,0.04091200643416982,0.08890571776646547,7.677899896367201,7.2659882929316195,1.06021339464167,0.9626497613401533,0.8647076329369606
F561-1,only_D,6,9.66,66.4,0.15141756924166258,0.11171051444364069,0.04782244727163121,0.07424806684074839,6.239909353585343,5.293298675885606,1.0812557786721748,0.9626497613401533,0.8690416501318835
F561-1,only_I,6,9.66,66.4,0.18977564463326407,0.12719159527634083,0.11768183627414998,0.12315416238256625,8.869393704376424,5.211325045043111,1.195021453732595,0.9626497613401533,0.8248804511265834
F561-1,MD_only,6,9.66,66.4,0.27079278263651513,0.25451802658507283,0.16516402916137285,0.10687613064717331,10.230810524071575,10.162429054897038,1.02816851118402,0.9626497613401533,0.8623406285847919
F561-1,MI_only,6,9.66,66.4,0.2280127118640547,0.15390083448803576,0.052140456300301986,0.15225466998986245,9.339938275163556,7.268789281990259,1.1550803148804378,0.9626497613401533,0.7867137602824955
F561-1,DI_only,6,9.66,66.4,0.19804207633503768,0.11168678849243058,0.0442098313731768,0.14048745459676557,8.731476475099006,5.645058908004937,1.1787634865368657,0.9626497613401533,0.8125429415788035
F563-1,full,17,20.1,48.9,2.2717739145178357,1.2705345291872707,1.0286139990500929,1.3954551295075948,82.85289797202208,47.0398558271486,7.014389164698384,2.618421693367368,0.20292502652446404
